richardSS(mess),embSS,year,sample,occupied,region,wetland
Y:416:39:E,Y-416-39-E,2016,3,0,unmineable,NA
Y:421:58:A,Y-421-58-A,2015,3,0,unmineable,NA
Y:421:58:A,Y-421-58-A,2016,3,0,unmineable,NA
Y:421:58:A,Y-421-58-A,2018,3,0,unmineable,NA
Y:421:58:A,Y-421-58-A,2019,3,0,unmineable,NA
Y:421:58:B,Y-421-58-B,2015,3,0,unmineable,NA
Y:421:58:B,Y-421-58-B,2016,3,1,unmineable,NA
Y:421:58:B,Y-421-58-B,2018,3,0,unmineable,NA
Y:421:58:B,Y-421-58-B,2019,3,1,unmineable,NA
Y:421:58:C,Y-421-58-C,2015,3,1,unmineable,NA
Y:421:58:C,Y-421-58-C,2016,3,0,unmineable,NA
Y:421:58:C,Y-421-58-C,2018,3,0,unmineable,NA
Y:421:58:C,Y-421-58-C,2019,3,1,unmineable,NA
Y:421:58:D,Y-421-58-D,2015,3,1,unmineable,NA
Y:421:58:D,Y-421-58-D,2016,3,0,unmineable,NA
Y:421:58:D,Y-421-58-D,2018,3,0,unmineable,NA
Y:421:58:D,Y-421-58-D,2019,3,0,unmineable,NA
Y:421:58:E,Y-421-58-E,2015,3,0,unmineable,NA
Y:421:58:E,Y-421-58-E,2016,3,0,unmineable,NA
Y:421:58:E,Y-421-58-E,2018,3,0,unmineable,NA
Y:421:58:E,Y-421-58-E,2019,3,0,unmineable,NA
Y:458:50:CT,Y-458-50-CT,2015,3,0,unmineable,NA
Y:458:50:CT,Y-458-50-CT,2016,3,0,unmineable,NA
Y:458:50:CT,Y-458-50-CT,2017,3,0,unmineable,NA
Y:458:50:NE,Y-458-50-NE,2015,3,0,unmineable,NA
Y:458:50:NE,Y-458-50-NE,2016,3,0,unmineable,NA
Y:458:50:NE,Y-458-50-NE,2017,3,0,unmineable,NA
Y:458:50:NW,Y-458-50-NW,2015,3,0,unmineable,NA
Y:458:50:NW,Y-458-50-NW,2016,3,0,unmineable,NA
Y:458:50:NW,Y-458-50-NW,2017,3,0,unmineable,NA
Y:458:50:SE,Y-458-50-SE,2015,3,0,unmineable,NA
Y:458:50:SE,Y-458-50-SE,2016,3,0,unmineable,NA
Y:458:50:SE,Y-458-50-SE,2017,3,0,unmineable,NA
Y:458:50:SW,Y-458-50-SW,2015,3,0,unmineable,NA
Y:458:50:SW,Y-458-50-SW,2017,3,0,unmineable,NA
Y:463:50:A,Y-463-50-A,2015,3,0,unmineable,NA
Y:463:50:A,Y-463-50-A,2016,3,0,unmineable,NA
Y:463:50:B,Y-463-50-B,2015,3,0,unmineable,NA
Y:463:50:B,Y-463-50-B,2016,3,0,unmineable,NA
Y:463:50:C,Y-463-50-C,2015,3,0,unmineable,NA
Y:463:50:C,Y-463-50-C,2016,3,0,unmineable,NA
Y:463:50:D,Y-463-50-D,2015,3,0,unmineable,NA
Y:463:50:D,Y-463-50-D,2016,3,0,unmineable,NA
Y:463:50:E,Y-463-50-E,2015,3,0,unmineable,NA
Y:463:50:E,Y-463-50-E,2016,3,0,unmineable,NA
Y:464:21:A,Y-464-21-A,2015,3,0,unmineable,Northwest of Janvier
Y:464:21:A,Y-464-21-A,2016,3,0,unmineable,Northwest of Janvier
Y:464:21:A,Y-464-21-A,2017,3,0,unmineable,Northwest of Janvier
Y:464:21:B,Y-464-21-B,2015,3,0,unmineable,Northwest of Janvier
Y:464:21:B,Y-464-21-B,2016,3,0,unmineable,Northwest of Janvier
Y:464:21:B,Y-464-21-B,2017,3,0,unmineable,Northwest of Janvier
Y:464:21:C,Y-464-21-C,2015,3,1,unmineable,Northwest of Janvier
Y:464:21:C,Y-464-21-C,2016,3,0,unmineable,Northwest of Janvier
Y:464:21:C,Y-464-21-C,2017,3,0,unmineable,Northwest of Janvier
Y:21:464:C,Y-464-21-C,2021,3,1,unmineable,
Y:464:21:D,Y-464-21-D,2015,3,1,unmineable,Northwest of Janvier
Y:464:21:D,Y-464-21-D,2016,3,1,unmineable,Northwest of Janvier
Y:464:21:D,Y-464-21-D,2017,3,0,unmineable,Northwest of Janvier
Y:21:464:D,Y-464-21-D,2021,3,0,unmineable,
Y:464:21:E,Y-464-21-E,2015,3,0,unmineable,Northwest of Janvier
Y:464:21:E,Y-464-21-E,2016,3,0,unmineable,Northwest of Janvier
Y:464:21:E,Y-464-21-E,2017,3,0,unmineable,Northwest of Janvier
Y:21:464:E,Y-464-21-E,2021,3,0,unmineable,
Y:467:53:A,Y-467-53-A,2015,3,1,unmineable,NA
Y:467:53:A,Y-467-53-A,2016,3,1,unmineable,NA
Y:467:53:A,Y-467-53-A,2017,3,0,unmineable,NA
Y:467:53:B,Y-467-53-B,2015,3,1,unmineable,NA
Y:467:53:B,Y-467-53-B,2017,3,0,unmineable,NA
Y:467:53:C,Y-467-53-C,2015,3,0,unmineable,NA
Y:467:53:C,Y-467-53-C,2016,3,0,unmineable,NA
Y:467:53:C,Y-467-53-C,2017,3,0,unmineable,NA
Y:467:53:D,Y-467-53-D,2015,3,0,unmineable,NA
Y:467:53:D,Y-467-53-D,2016,3,0,unmineable,NA
Y:467:53:D,Y-467-53-D,2017,3,0,unmineable,NA
Y:467:53:E,Y-467-53-E,2015,3,0,unmineable,NA
Y:467:53:E,Y-467-53-E,2016,3,0,unmineable,NA
Y:467:53:E,Y-467-53-E,2017,3,0,unmineable,NA
Y:473:55:CT,Y-473-55-CT,2015,3,0,unmineable,NA
Y:473:55:CT,Y-473-55-CT,2017,3,1,unmineable,NA
Y:55:473:CT,Y-473-55-CT,2021,3,0,unmineable,
Y:473:55:NE,Y-473-55-NE,2015,3,0,unmineable,NA
Y:473:55:NE,Y-473-55-NE,2017,3,1,unmineable,NA
Y:473:55:NW,Y-473-55-NW,2015,3,0,unmineable,NA
Y:473:55:NW,Y-473-55-NW,2017,3,1,unmineable,NA
Y:473:55:SE,Y-473-55-SE,2015,3,0,unmineable,NA
Y:473:55:SE,Y-473-55-SE,2017,3,1,unmineable,NA
Y:55:473:SE,Y-473-55-SE,2021,3,0,unmineable,
Y:55:473:SW,Y-473-55-SW,2021,3,0,unmineable,
Y:55:474:A,Y-474-55-A,2021,3,0,unmineable,
Y:55:474:B,Y-474-55-B,2021,3,0,unmineable,
Y:55:474:D,Y-474-55-D,2021,3,0,unmineable,
Y:55:475:A,Y-475-55-A,2021,3,0,unmineable,
Y:55:475:B,Y-475-55-B,2021,3,0,unmineable,
Y:55:475:C,Y-475-55-C,2021,3,0,unmineable,
AM:401:CT,AM-401-CT,2014,4,0,unmineable,NA
AM:401:CT,AM-401-CT,2015,4,0,unmineable,NA
AM:401:NE,AM-401-NE,2014,4,0,unmineable,NA
AM:401:NE,AM-401-NE,2015,4,0,unmineable,NA
AM:401:NE,AM-401-NE,2017,4,0,unmineable,NA
AM:401:NW,AM-401-NW,2014,4,0,unmineable,NA
AM:401:NW,AM-401-NW,2015,4,0,unmineable,NA
AM:401:NW,AM-401-NW,2017,4,0,unmineable,NA
AM:401:SE,AM-401-SE,2014,4,0,unmineable,NA
AM:401:SE,AM-401-SE,2015,4,0,unmineable,NA
AM:401:SE,AM-401-SE,2017,4,0,unmineable,NA
AM:401:SW,AM-401-SW,2014,4,0,unmineable,NA
AM:401:SW,AM-401-SW,2015,4,0,unmineable,NA
AM:401:SW,AM-401-SW,2017,4,0,unmineable,NA
AM:403:CT,AM-403-CT,2014,4,0,unmineable,NA
AM:403:CT,AM-403-CT,2015,4,0,unmineable,NA
AM:403:CT,AM-403-CT,2017,4,0,unmineable,NA
AM:403:NE,AM-403-NE,2014,4,0,unmineable,NA
AM:403:NE,AM-403-NE,2015,4,0,unmineable,NA
AM:403:NE,AM-403-NE,2017,4,0,unmineable,NA
AM:403:NW,AM-403-NW,2014,4,0,unmineable,NA
AM:403:NW,AM-403-NW,2015,4,1,unmineable,NA
AM:403:NW,AM-403-NW,2017,4,0,unmineable,NA
AM:403:SE,AM-403-SE,2014,4,0,unmineable,NA
AM:403:SE,AM-403-SE,2015,4,1,unmineable,NA
AM:403:SE,AM-403-SE,2017,4,0,unmineable,NA
AM:403:SW,AM-403-SW,2014,4,0,unmineable,NA
AM:403:SW,AM-403-SW,2015,4,0,unmineable,NA
AM:403:SW,AM-403-SW,2017,4,0,unmineable,NA
AM:412:CT,AM-412-CT,2015,4,0,west,NA
AM:412:CT,AM-412-CT,2018,4,0,west,NA
AM:412:CT,AM-412-CT,2019,4,0,west,NA
AM:412:NW,AM-412-NW,2015,4,0,west,NA
AM:412:NW,AM-412-NW,2018,4,0,west,NA
AM:412:NW,AM-412-NW,2019,4,0,west,NA
AM:412:SW,AM-412-SW,2015,4,0,west,NA
AM:412:SW,AM-412-SW,2018,4,0,west,NA
AM:412:SW,AM-412-SW,2019,4,0,west,NA
AM:414:CT,AM-414-CT,2015,4,0,west,NA
AM:414:CT,AM-414-CT,2016,4,0,west,NA
AM:414:CT,AM-414-CT,2018,4,0,west,NA
AM:414:CT,AM-414-CT,2019,4,0,west,NA
AM:414:NE,AM-414-NE,2015,4,0,west,NA
AM:414:NE,AM-414-NE,2018,4,0,west,NA
AM:414:NE,AM-414-NE,2019,4,0,west,NA
AM:414:NW,AM-414-NW,2015,4,0,west,NA
AM:414:NW,AM-414-NW,2016,4,0,west,NA
AM:414:NW,AM-414-NW,2017,4,0,west,NA
AM:414:SE,AM-414-SE,2015,4,0,west,NA
AM:414:SE,AM-414-SE,2016,4,0,west,NA
AM:414:SE,AM-414-SE,2017,4,0,west,NA
AM:414:SE,AM-414-SE,2018,4,0,west,NA
AM:414:SE,AM-414-SE,2019,4,0,west,NA
AM:414:SW,AM-414-SW,2015,4,0,west,NA
AM:414:SW,AM-414-SW,2017,4,0,west,NA
AM:414:SW,AM-414-SW,2019,4,0,west,NA
AM:420:CT,AM-420-CT,2014,4,0,unmineable,NA
AM:420:CT,AM-420-CT,2015,4,0,unmineable,NA
AM:420:CT,AM-420-CT,2017,4,0,unmineable,NA
AM:420:NE,AM-420-NE,2014,4,0,unmineable,NA
AM:420:NE,AM-420-NE,2015,4,0,unmineable,NA
AM:420:NE,AM-420-NE,2017,4,0,unmineable,NA
AM:420:NW,AM-420-NW,2014,4,0,unmineable,NA
AM:420:NW,AM-420-NW,2015,4,0,unmineable,NA
AM:420:NW,AM-420-NW,2017,4,0,unmineable,NA
AM:420:SE,AM-420-SE,2014,4,0,unmineable,NA
AM:420:SE,AM-420-SE,2015,4,0,unmineable,NA
AM:420:SE,AM-420-SE,2017,4,0,unmineable,NA
AM:420:SW,AM-420-SW,2014,4,0,unmineable,NA
AM:420:SW,AM-420-SW,2015,4,0,unmineable,NA
AM:420:SW,AM-420-SW,2017,4,0,unmineable,NA
AM:422:CT,AM-422-CT,2014,4,0,unmineable,NA
AM:423:CT,AM-423-CT,2015,4,0,unmineable,NA
AM:423:CT,AM-423-CT,2016,4,0,unmineable,NA
AM:423:NE,AM-423-NE,2015,4,0,unmineable,NA
AM:423:NE,AM-423-NE,2016,4,0,unmineable,NA
AM:423:NE,AM-423-NE,2017,4,0,unmineable,NA
AM:423:NW,AM-423-NW,2015,4,0,unmineable,NA
AM:423:NW,AM-423-NW,2016,4,0,unmineable,NA
AM:423:NW,AM-423-NW,2017,4,0,unmineable,NA
AM:423:SE,AM-423-SE,2015,4,0,unmineable,NA
AM:423:SE,AM-423-SE,2016,4,0,unmineable,NA
AM:423:SE,AM-423-SE,2017,4,0,unmineable,NA
AM:423:SW,AM-423-SW,2015,4,0,unmineable,NA
AM:423:SW,AM-423-SW,2016,4,0,unmineable,NA
AM:423:SW,AM-423-SW,2017,4,0,unmineable,NA
AM:424:CT,AM-424-CT,2014,4,0,unmineable,NA
AM:424:CT,AM-424-CT,2015,4,0,unmineable,NA
AM:424:CT,AM-424-CT,2016,4,0,unmineable,NA
AM:424:CT,AM-424-CT,2017,4,0,unmineable,NA
AM:424:CT,AM-424-CT,2018,4,0,unmineable,NA
AM:424:NE,AM-424-NE,2014,4,0,unmineable,NA
AM:424:NE,AM-424-NE,2015,4,0,unmineable,NA
AM:424:NE,AM-424-NE,2016,4,0,unmineable,NA
AM:424:NE,AM-424-NE,2017,4,0,unmineable,NA
AM:424:NE,AM-424-NE,2018,4,0,unmineable,NA
AM:424:NW,AM-424-NW,2014,4,0,unmineable,NA
AM:424:NW,AM-424-NW,2015,4,0,unmineable,NA
AM:424:NW,AM-424-NW,2016,4,0,unmineable,NA
AM:424:NW,AM-424-NW,2017,4,0,unmineable,NA
AM:424:NW,AM-424-NW,2018,4,0,unmineable,NA
AM:424:SE,AM-424-SE,2014,4,0,unmineable,NA
AM:424:SE,AM-424-SE,2015,4,0,unmineable,NA
AM:424:SE,AM-424-SE,2016,4,0,unmineable,NA
AM:424:SE,AM-424-SE,2017,4,0,unmineable,NA
AM:424:SE,AM-424-SE,2018,4,0,unmineable,NA
AM:424:SW,AM-424-SW,2014,4,0,unmineable,NA
AM:424:SW,AM-424-SW,2015,4,0,unmineable,NA
AM:424:SW,AM-424-SW,2016,4,0,unmineable,NA
AM:424:SW,AM-424-SW,2017,4,0,unmineable,NA
AM:424:SW,AM-424-SW,2018,4,0,unmineable,NA
AM:425:CT,AM-425-CT,2015,4,0,unmineable,NA
AM:425:CT,AM-425-CT,2017,4,0,unmineable,NA
AM:425:NE,AM-425-NE,2015,4,0,unmineable,NA
AM:425:NE,AM-425-NE,2017,4,0,unmineable,NA
AM:425:NW,AM-425-NW,2015,4,0,unmineable,NA
AM:425:NW,AM-425-NW,2017,4,0,unmineable,NA
AM:425:SE,AM-425-SE,2015,4,0,unmineable,NA
AM:425:SE,AM-425-SE,2017,4,0,unmineable,NA
AM:425:SW,AM-425-SW,2015,4,0,unmineable,NA
AM:425:SW,AM-425-SW,2017,4,0,unmineable,NA
AM:426:CT,AM-426-CT,2014,4,0,unmineable,NA
AM:426:CT,AM-426-CT,2015,4,0,unmineable,NA
AM:426:CT,AM-426-CT,2016,4,0,unmineable,NA
AM:426:CT,AM-426-CT,2017,4,0,unmineable,NA
AM:426:NE,AM-426-NE,2014,4,0,unmineable,NA
AM:426:NE,AM-426-NE,2015,4,0,unmineable,NA
AM:426:NE,AM-426-NE,2016,4,0,unmineable,NA
AM:426:NE,AM-426-NE,2017,4,0,unmineable,NA
AM:426:NW,AM-426-NW,2014,4,0,unmineable,NA
AM:426:NW,AM-426-NW,2015,4,0,unmineable,NA
AM:426:NW,AM-426-NW,2016,4,0,unmineable,NA
AM:426:NW,AM-426-NW,2017,4,0,unmineable,NA
AM:426:SE,AM-426-SE,2014,4,0,unmineable,NA
AM:426:SE,AM-426-SE,2015,4,0,unmineable,NA
AM:426:SE,AM-426-SE,2016,4,0,unmineable,NA
AM:426:SW,AM-426-SW,2014,4,0,unmineable,NA
AM:426:SW,AM-426-SW,2015,4,0,unmineable,NA
AM:426:SW,AM-426-SW,2016,4,0,unmineable,NA
AM:427:CT,AM-427-CT,2014,4,0,unmineable,NA
AM:427:CT,AM-427-CT,2015,4,0,unmineable,NA
AM:427:NE,AM-427-NE,2014,4,0,unmineable,NA
AM:427:NE,AM-427-NE,2015,4,0,unmineable,NA
AM:427:NW,AM-427-NW,2014,4,0,unmineable,NA
AM:427:NW,AM-427-NW,2015,4,0,unmineable,NA
AM:427:SE,AM-427-SE,2014,4,0,unmineable,NA
AM:427:SE,AM-427-SE,2015,4,0,unmineable,NA
AM:427:SW,AM-427-SW,2014,4,0,unmineable,NA
AM:427:SW,AM-427-SW,2015,4,0,unmineable,NA
AM:429:CT,AM-429-CT,2014,4,0,unmineable,NA
AM:429:CT,AM-429-CT,2015,4,0,unmineable,NA
AM:429:NE,AM-429-NE,2014,4,0,unmineable,NA
AM:429:NE,AM-429-NE,2015,4,0,unmineable,NA
AM:429:NW,AM-429-NW,2014,4,0,unmineable,NA
AM:429:NW,AM-429-NW,2015,4,0,unmineable,NA
AM:429:SE,AM-429-SE,2015,4,0,unmineable,NA
AM:429:SW,AM-429-SW,2014,4,0,unmineable,NA
AM:429:SW,AM-429-SW,2015,4,0,unmineable,NA
AM:433:CT,AM-433-CT,2014,4,0,unmineable,NA
AM:433:CT,AM-433-CT,2015,4,0,unmineable,NA
AM:433:CT,AM-433-CT,2017,4,0,unmineable,NA
AM:433:NE,AM-433-NE,2014,4,0,unmineable,NA
AM:433:NE,AM-433-NE,2015,4,0,unmineable,NA
AM:433:NE,AM-433-NE,2017,4,0,unmineable,NA
AM:433:NW,AM-433-NW,2014,4,0,unmineable,NA
AM:433:NW,AM-433-NW,2015,4,0,unmineable,NA
AM:433:NW,AM-433-NW,2017,4,0,unmineable,NA
AM:433:SE,AM-433-SE,2014,4,0,unmineable,NA
AM:433:SE,AM-433-SE,2015,4,0,unmineable,NA
AM:433:SE,AM-433-SE,2017,4,0,unmineable,NA
AM:433:SW,AM-433-SW,2014,4,0,unmineable,NA
AM:433:SW,AM-433-SW,2015,4,0,unmineable,NA
AM:441:CT,AM-441-CT,2014,4,0,unmineable,NA
AM:441:CT,AM-441-CT,2015,4,0,unmineable,NA
AM:441:CT,AM-441-CT,2017,4,0,unmineable,NA
AM:441:NE,AM-441-NE,2014,4,0,unmineable,NA
AM:441:NE,AM-441-NE,2015,4,0,unmineable,NA
AM:441:NE,AM-441-NE,2016,4,0,unmineable,NA
AM:441:NE,AM-441-NE,2017,4,0,unmineable,NA
AM:441:NW,AM-441-NW,2014,4,0,unmineable,NA
AM:441:NW,AM-441-NW,2015,4,0,unmineable,NA
AM:441:NW,AM-441-NW,2016,4,0,unmineable,NA
AM:441:NW,AM-441-NW,2017,4,0,unmineable,NA
AM:441:SE,AM-441-SE,2014,4,0,unmineable,NA
AM:441:SE,AM-441-SE,2015,4,0,unmineable,NA
AM:441:SE,AM-441-SE,2017,4,0,unmineable,NA
AM:441:SW,AM-441-SW,2014,4,0,unmineable,NA
AM:441:SW,AM-441-SW,2015,4,0,unmineable,NA
AM:441:SW,AM-441-SW,2016,4,0,unmineable,NA
AM:442:CT,AM-442-CT,2014,4,0,unmineable,NA
AM:442:CT,AM-442-CT,2015,4,0,unmineable,NA
AM:442:CT,AM-442-CT,2016,4,0,unmineable,NA
AM:442:CT,AM-442-CT,2017,4,0,unmineable,NA
AM:442:CT,AM-442-CT,2018,4,1,unmineable,NA
AM:442:CT,AM-442-CT,2021,4,0,unmineable,
AM:442:NE,AM-442-NE,2015,4,0,unmineable,NA
AM:442:NE,AM-442-NE,2016,4,0,unmineable,NA
AM:442:NE,AM-442-NE,2017,4,0,unmineable,NA
AM:442:NE,AM-442-NE,2018,4,0,unmineable,NA
AM:442:NW,AM-442-NW,2014,4,0,unmineable,NA
AM:442:NW,AM-442-NW,2015,4,0,unmineable,NA
AM:442:NW,AM-442-NW,2016,4,0,unmineable,NA
AM:442:NW,AM-442-NW,2017,4,0,unmineable,NA
AM:442:NW,AM-442-NW,2018,4,0,unmineable,NA
AM:442:NW,AM-442-NW,2021,4,0,unmineable,
AM:442:SE,AM-442-SE,2014,4,0,unmineable,NA
AM:442:SE,AM-442-SE,2015,4,0,unmineable,NA
AM:442:SE,AM-442-SE,2016,4,0,unmineable,NA
AM:442:SE,AM-442-SE,2018,4,0,unmineable,NA
AM:442:SW,AM-442-SW,2014,4,0,unmineable,NA
AM:442:SW,AM-442-SW,2015,4,0,unmineable,NA
AM:442:SW,AM-442-SW,2016,4,0,unmineable,NA
AM:442:SW,AM-442-SW,2017,4,0,unmineable,NA
AM:442:SW,AM-442-SW,2018,4,0,unmineable,NA
AM:442:SW,AM-442-SW,2021,4,0,unmineable,
EP:26:RC2,EP-26-RC2,2021,4,0,unmineable,
EP:26:RI1,EP-26-RI1,2021,4,0,unmineable,
EP:26:WI3,EP-26-WI3,2021,4,0,unmineable,
F:P5:16:38,F-P5-16-38,2021,4,0,unmineable,
F:P5:16:4,F-P5-16-4,2021,4,0,unmineable,
ML10,ML10,2021,4,0,west,NA
ML1A,ML1A,2021,4,1,west,NA
ML1B,ML1B,2021,4,0,west,NA
ML1E,ML1E,2021,4,0,west,NA
ML1H,ML1H,2021,4,1,west,NA
ML2A,ML2A,2021,4,0,west,NA
ML2C,ML2C,2021,4,1,west,NA
ML2E,ML2E,2021,4,1,west,NA
ML2G,ML2G,2021,4,0,west,NA
ML2I,ML2I,2021,4,0,west,NA
ML2L,ML2L,2021,4,1,west,NA
ML3B,ML3B,2021,4,0,west,NA
ML3H,ML3H,2021,4,0,west,NA
ML3J,ML3J,2021,4,0,west,NA
ML3K,ML3K,2021,4,0,west,NA
ML4A,ML4A,2021,4,0,west,NA
ML4B,ML4B,2021,4,0,west,NA
ML4E,ML4E,2021,4,0,west,NA
ML4H,ML4H,2021,4,0,west,NA
ML5A,ML5A,2021,4,0,west,NA
P:P5:16:43,P-P5-16-43,2021,4,0,unmineable,
P:P5:20:40,P-P5-20-40,2021,4,1,unmineable,
P:P5:20:45,P-P5-20-45,2021,4,1,unmineable,
R:P5:20:32,R-P5-20-32,2021,4,0,unmineable,
R:P5:20:36,R-P5-20-36,2021,4,1,unmineable,
RS:26:N,RS-26-N,2017,4,0,east,NA
RS:26:N,RS-26-N,2018,4,0,east,NA
RS:26:P,RS-26-P,2017,4,1,east,NA
RS:26:P,RS-26-P,2018,4,0,east,NA
RS:26:P,RS-26-P,2019,4,0,east,NA
RS:26:Q,RS-26-Q,2017,4,1,east,NA
RS:26:Q,RS-26-Q,2018,4,0,east,NA
RS:26:Q,RS-26-Q,2019,4,0,east,NA
RS:26:Q,RS-26-Q,2021,4,1,east,
RS:26:R,RS-26-R,2017,4,1,east,NA
RS:26:R,RS-26-R,2018,4,0,east,NA
RS:26:R,RS-26-R,2019,4,0,east,NA
RS:26:R,RS-26-R,2021,4,1,east,
RS:26:T,RS-26-T,2017,4,0,east,NA
RS:26:T,RS-26-T,2018,4,0,east,NA
RS:26:T,RS-26-T,2019,4,1,east,NA
RS:26:U,RS-26-U,2017,4,0,east,NA
RS:26:U,RS-26-U,2018,4,0,east,NA
RS:26:U,RS-26-U,2019,4,0,east,NA
RS:26:V,RS-26-V,2017,4,1,east,NA
RS:26:V,RS-26-V,2018,4,1,east,NA
RS:26:V,RS-26-V,2019,4,1,east,NA
RS:26:W,RS-26-W,2017,4,0,east,NA
RS:26:W,RS-26-W,2018,4,1,east,NA
RS:26:W,RS-26-W,2019,4,1,east,NA
RS:27:B,RS-27-B,2017,4,0,east,NA
RS:27:B,RS-27-B,2018,4,0,east,NA
RS:27:E,RS-27-E,2017,4,0,east,NA
RS:27:E,RS-27-E,2018,4,0,east,NA
RS:27:E,RS-27-E,2019,4,0,east,NA
RS:27:F,RS-27-F,2017,4,0,east,NA
RS:27:F,RS-27-F,2018,4,0,east,NA
RS:27:F,RS-27-F,2019,4,0,east,NA
RS:27:G,RS-27-G,2017,4,0,east,NA
RS:27:G,RS-27-G,2018,4,0,east,NA
RS:27:G,RS-27-G,2019,4,0,east,NA
RS:27:H,RS-27-H,2017,4,0,east,NA
RS:27:H,RS-27-H,2018,4,0,east,NA
RS:27:H,RS-27-H,2019,4,0,east,NA
RS:27:I,RS-27-I,2017,4,0,east,NA
RS:27:I,RS-27-I,2018,4,0,east,NA
RS:27:I,RS-27-I,2019,4,0,east,NA
RS:27:J,RS-27-J,2017,4,0,east,NA
RS:27:J,RS-27-J,2018,4,0,east,NA
RS:27:J,RS-27-J,2019,4,0,east,NA
RS:40:E,RS-40-E,2021,4,1,east,
RS:46:SE,RS-46-SE,2021,4,0,east,
RS:49:NW,RS-49-NW,2021,4,0,east,
S:P5:16:34,S-P5-16-34,2021,4,0,unmineable,
S:P5:16:65,S-P5-16-65,2021,4,1,unmineable,
S:P5:20:54,S-P5-20-54,2021,4,1,unmineable,
W:E0:16:28,W-E0-16-28,2021,4,0,unmineable,
W:P5:16:29,W-P5-16-29,2021,4,0,unmineable,
W:P5:20:50,W-P5-20-50,2021,4,1,unmineable,
W:P5:20:58,W-P5-20-58,2021,4,0,unmineable,
Y:200:1:CT,Y-200-1-CT,2013,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:CT,Y-200-1-CT,2015,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:CT,Y-200-1-CT,2016,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:CT,Y-200-1-CT,2017,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:CT,Y-200-1-CT,2019,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:NE,Y-200-1-NE,2013,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:NE,Y-200-1-NE,2015,4,0,unmineable,Marguerite Lake Wetlands
Y:200:1:NE,Y-200-1-NE,2016,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:NE,Y-200-1-NE,2017,4,0,unmineable,Marguerite Lake Wetlands
Y:200:1:NE,Y-200-1-NE,2019,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:NW,Y-200-1-NW,2013,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:NW,Y-200-1-NW,2015,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:NW,Y-200-1-NW,2016,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:NW,Y-200-1-NW,2017,4,0,unmineable,Marguerite Lake Wetlands
Y:200:1:NW,Y-200-1-NW,2019,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:SE,Y-200-1-SE,2013,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:SE,Y-200-1-SE,2015,4,0,unmineable,Marguerite Lake Wetlands
Y:200:1:SE,Y-200-1-SE,2016,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:SE,Y-200-1-SE,2017,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:SE,Y-200-1-SE,2019,4,0,unmineable,Marguerite Lake Wetlands
Y:200:1:SW,Y-200-1-SW,2013,4,0,unmineable,Marguerite Lake Wetlands
Y:200:1:SW,Y-200-1-SW,2015,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:SW,Y-200-1-SW,2016,4,1,unmineable,Marguerite Lake Wetlands
Y:200:1:SW,Y-200-1-SW,2017,4,0,unmineable,Marguerite Lake Wetlands
Y:200:1:SW,Y-200-1-SW,2019,4,1,unmineable,Marguerite Lake Wetlands
Y:201:1:CT,Y-201-1-CT,2013,4,1,unmineable,Marguerite Lake Wetlands
Y:201:1:CT,Y-201-1-CT,2015,4,0,unmineable,Marguerite Lake Wetlands
Y:201:1:NE,Y-201-1-NE,2013,4,0,unmineable,Marguerite Lake Wetlands
Y:201:1:NE,Y-201-1-NE,2015,4,0,unmineable,Marguerite Lake Wetlands
Y:201:1:NW,Y-201-1-NW,2013,4,0,unmineable,Marguerite Lake Wetlands
Y:201:1:NW,Y-201-1-NW,2015,4,0,unmineable,Marguerite Lake Wetlands
Y:201:1:SW,Y-201-1-SW,2013,4,1,unmineable,Marguerite Lake Wetlands
Y:201:1:SW,Y-201-1-SW,2015,4,0,unmineable,Marguerite Lake Wetlands
Y:1:203:A,Y-203-1-A,2021,4,0,unmineable,
Y:1:203:B,Y-203-1-B,2021,4,0,unmineable,
Y:2:204:CT,Y-204-2-CT,2021,4,0,unmineable,
Y:207:1:A,Y-207-1-A,2015,4,1,unmineable,Marguerite Lake Wetlands
Y:207:1:A,Y-207-1-A,2017,4,0,unmineable,Marguerite Lake Wetlands
Y:207:1:A,Y-207-1-A,2019,4,1,unmineable,Marguerite Lake Wetlands
Y:1:207:A,Y-207-1-A,2021,4,1,unmineable,
Y:207:1:B,Y-207-1-B,2015,4,1,unmineable,Marguerite Lake Wetlands
Y:207:1:B,Y-207-1-B,2017,4,0,unmineable,Marguerite Lake Wetlands
Y:207:1:B,Y-207-1-B,2019,4,0,unmineable,Marguerite Lake Wetlands
Y:1:207:B,Y-207-1-B,2021,4,0,unmineable,
